Publisher Name,Publisher Registry Id,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,Time lag
Motivation,motivation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Mukisa Foundation,mukisa_foundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Mulanje Mission Hospital,mmh,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Multilateral Investment Fund,fomin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Musalaha Ministry of Reconciliation,mmr_admin2,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Musawah Global Vision Berhad,musawah,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Muslim Aid,muslimaid,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Mwatana for Human Rights,mwatana,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Mzumbe University,m_u,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
NAGAAD,nagaad,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
NGO Federation of Nepal,nfn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
NIRAS A/S,niras,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
NKHOMA MISSION HOSPITAL,nmhiati,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
NLR,nlr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
NLR Indonesia,nlr_indonesia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
NORSAAC,norsaac,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Nadji.Bi Sénégal SUARL,sn-ninea-50255162x2,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Nairobi Climate Network,theclimatenetwork,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Namati, Inc",namati_inc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Nathan Associates London Ltd.,nathan,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
National Coalition of Human Rights Defenders - Kenya,nchrdk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
National Union of Women With Disabilities of Uganda,nuwodu,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Natural Justice,nj_1,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Natural Resource Governance Institute (NRGI),nrgi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Natural Resources Institute, University of Greenwich.",nri,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Nature and Development Foundation,ndf_fgm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Near East Foundation (NEF USA),nef_usa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Near East Foundation Mali (NEF Mali),nef_mali,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Near East Foundation UK (NEF UK),nef-uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Neem Foundation,neem,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Neopenda,neopenda,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Nepal Disabled Human Rights Center,dhrc_nepal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Nepal Netra Jyoti Sangh,nnjs_nepal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Netherlands Advisory Board on Impact Investing,thenab,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Netherlands Space Office,nso,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Netherlands Water Partnership,nwp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Network For Enterprise Enhancement and Development Support,needs,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Network for Africa,network4africa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Nevadic Limited,nvd_12,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
New York University,nyu,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ngo-federatie (Vlaamse federatie van ngo's voor ontwikkelingssamenwerking),ngo-federatie,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Niger Delta Stakeholders Initiative for Community Development and Empowerment,ndsicde,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Non-Timber Forest Products Exchange Programme,ntfp-ep,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Northern Ireland Cooperation Overseas Ltd,nico,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Northern Network for Education Development,nned,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Northern Rangelands Trust,nrt-kenya,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"NpM, Platform for Inclusive Finance",npm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Nutrition International,nutritionintl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ODI Global,odi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ODI Global Advisory Ltd,odi_sales_ltd,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
OECD,oecd,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ONG ALCRER,alcrer-1,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ocean Risk and Resilience Action Alliance,orraa_inc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Okapi Consulting,okapiconsulting,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Olamma Cares Foundation,olammacares,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Omidyar Network Fund Inc.,omidyarnetwork,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
One Acre Fund,oneacrefund,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
One Young World,oyw,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
One to One Children's Fund,onetoonecf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Open Capital Advisors,oca,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
OpenNorth,opennorth,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Opportunity International Savings and Loans Ltd,oisl_gh,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Opportunity International UK,opportunity-international-uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Orbis Africa,orbis_africa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Orbis Charitable Trust,orbis_uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Orbis Ethiopia,orbis_ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Orbis International,orbis_international,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Organizacion para la Educacion y Proteccion Ambiental -OpEPA-,opepa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
OurLoop Stitchting,loop,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Outreach Egypt,outreach_egypt,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Oxfam America,oxfamus,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Oxfam Australia,oau,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Oxfam India,oxfamindia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Oxfam Intermón,oxfamintermon,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Oxfam Solidarité-Solidariteit,oxsol,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Oxfam Wereldwinkels,oww,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Oxfam-Quebec,oqc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
PATH,_path_,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
PATTIRO,pattiro,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
PCP Uganda Limited,pcp-ug_125289,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
PEAS (Promoting Equality in African Schools),peas,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
PHASE Nepal,phase-nepal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
PHASE Worldwide,phase_worldwide,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
PONT,pont,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
PRACTICA Foundation,practica,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
PRI Association,pri_icf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
PT Arup Indonesia,ptarupidn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
PUBLIC HEALTH FOUNDATION OF INDIA,phfi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Pact,pact,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Palestinian Working Women Society for Development,pwwsd_2022,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Palliative Care Association of Malawi,pacam,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Palliative Care Support Trust,pcst,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Pan Africa ILGA,pai155669,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Pan African Climate Justice Alliance,pacja,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Panos Institute West Africa (PIWA),ipao,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Paradigm Initiative,paradigm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Parhelion Underwriting Limited,pul,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Particip GmbH,particip,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Partnership for African Social & Governance Research (PASGR),pasgr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Pastoralist Girls Initiative,pgi_kenya,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Peace Brigades International,pbi_io,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Peace Corp,peace,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Peace Direct,peacedirect,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Penal Reform International,pri,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
People In Aid,peopleinaid,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
People's Process on Housing and Poverty in Zambia,pphpz,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Perhimpunan Pengembangan Media Nusantara,ja_ppmn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Plan International Finland,planinternationalfinland,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Plan International USA,plan_usa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Plan Ireland Charitable Assistance Limited,plan_ireland,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Plataforma Moçambicana da Água (PLAMA),plama,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Plateforme des Acteurs de la Société Civile au BENIN,pascib_benin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Pontis Foundation,pontis,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Population Media Center,pmc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Population Service International,psi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Population Services Kenya,pskenya_19,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Population Services and Training Centre (PSTC),pstc_1102,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Positive Vibes Trust,pv,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
PositiveNegatives,posneg,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Power International,power,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Pragya India,pragya,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Prince Claus Fund,pcf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Private Infrastructure Development Group,pidg,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Programming Their Future,p-t-f-,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Progressio (closed),progressio,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Project Harar,phe,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Projet Jeune Leader,pjl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Promundo-US,pmo-us,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Prospero Limited,prospero,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Protecting Families Against HIV/AIDS,prefa_1,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Public International Law & Policy Group,pilpg,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Pump Aid,pumpaid,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
RAIN Foundation (former),rainfoundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
READ Foundation,read-foundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
RUAF Foundation,ruaf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rabo Foundation,rabofoundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rabo Partnerships,rabo_partnerships,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Radios Rurales Internationales,bfrri,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rahnuma-Family Planning Assocation of Pakistan,rfpap,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Railway Children,rc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rainbow Railroad,rr_qfdi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rainforest Action Network,ran,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rainforest Alliance,rainforest-alliance,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rainforest Foundation UK,rfuk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Raleigh International,raleigh_int,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Reach A Hand Uganda,rahuug,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Red Cross Red Crescent Climate Centre,climate_centre,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Red Umbrella Fund,ruf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
RedOrange Media and Communications,redorange,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
RedR UK,redruk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Regional Advisory Information and Network Systems,rains,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Rehabilitation, Education and Community Health (REACH)",reach-iraq,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Relief International UK,ri-uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rene Moawad Foundation,rmf-lb,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Renewable Energy Performance Platform,repp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Resilience,resilience,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Resource Extraction Monitoring,rem,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Responsible Mining Foundation,rmf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Restart Center,restartcenter,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Retrak,retrak,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Right to Play Netherlands Foundation,rtp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rights and Resources Initaitive,rri,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rikolto,rikolto,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rikolto in Belgium,rikolto_belgium,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Riverrecycle Oy,riverrecycle,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rocky Mountain Institute,rmi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rojiroti UK,rojiroti,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Romania Ministry of Foreign Affairs,uasd,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rotary Clubs For Development,rc4d,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Royal College of General Practitioners (RCGP),rcgp-international,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Royal College of Obstetricians & Gynaecologists,rcog_resilience_in_obstetric_skills,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Royal Institute of International Affairs,riia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Royal National Lifeboat Institution (RNLI),rnli_international,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Royal Netherlands Football Association,knvb,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Royal Society for the Protection of Birds,rspb_,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Royal Society of Tropical Medicine & Hygiene,rstmh,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rutgers,rutgers,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"SDSN Association, Inc.",sdsna,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
SECOURS CATHOLIQUE - CARITAS FRANCE,sccf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
SIHA Network,siharegional,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
SIHA-South Sudan,siha-southsudan,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
SMEX,smex,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
SOAS University of London,soas,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
SOS Children's Villages Kenya,soscvkenya,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
SOS Italia,sosvdb_italia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
SOS Jeunesse et Défis,sosjd6,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
SOS Kinderdorpen België / SOS Villages d'Enfants Belgique,svdbskb_admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
SOS Sahel International UK,sossaheluk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
SOS Sahel Sudan,sosss_admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
STAR-Ghana Foundation,star_ghanafoundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
STC International,stc-international,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Sabre Education Limited,sct,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Saferworld,saferworld,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Samaritan's Purse UK,spuk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Sana'a Center for Strategic Studies,scss,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Satellite Applications Catapult Ltd,satelliteapplicationscatapultltd,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Savana Signatures,savsign-org,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Save the Children International,sci,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Save the Children UK,scuk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Secrétariat Permanent des Organisation non-gouvernementales du Burkina Faso (SPONG-BURKINA),spong-burkina,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
SeeYou Foundation,syf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Seefar,seefar,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Sehat Kahani (Community Innovation Hub),sehatkahanicih,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Self Help Africa,self-help-africa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Send a Cow Ethiopia,sacethiopia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Send a Cow Kenya,sac_kenya,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Send a Cow Uganda,sacu,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Shack Dwellers International - Kenya,sdi-k,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Sharkit Al Manhajyah Lelestsharat Al Tasweeqyeh,mset,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ShelterBox,shelterbox,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Shifa Tameer-e-Millat University,stmu01,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Shift Project Ltd.,shiftproject,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Shirkat Gah-Women's Resource Centre,shirkatgah,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Shtrii Shakti,shtrii_shakti,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Signal,signal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Silsab Foundation,silsab1-_,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Simprints,simprints,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Siren Associates,siren,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Slovenia - Ministry of Foreign Affairs,si-mfa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Slum Dwellers International,sdi-int,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Small International Development Charities Network,sidcn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Smart Villages Research Group,svrg,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Sociaal-Economische Raad,ser,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Social Accountability International,social_accountability_international,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Social Development Direct Limited,sddirect,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Social Fund for Development, Yemen",sfd-yemen,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Social Impact Lab CIC,simlab,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Social Watch Benin,swb_1,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Société Nationale des eaux du Bénin (SONEB),soneb-benin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
SolarNow Services (U) Ltd,solarnowsofa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Solidaridad,solidaridad,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Solidaridad Europe,solidaridad-europe,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Solidaridad South & South-East Asia,solidaridad-ssea,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Solidaridad West Africa,solidaridad-waf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Solidarites International,solidarites-international,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Soluciones en Legislación y Política Ambiental AC,polea,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Sonke Gender Justice,sjg,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Sound Seekers Limited,soundseekers,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
South Asian Women Development Forum,sawdf-admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
South West International Development Network,swidn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Southern African Catholic Bishops' Conference Aids Office,sacbc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Sowt podcasting and training L.L.C,sowt,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Spain - Ministry of Foreign Affairs and Cooperation,maec,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Spanish Agency for International Development Cooperation (AECID),aecid,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Special Hope Network,shn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stakeholder Democracy Network,sdn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stars Foundation,starsfoundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stellenbosch University,su-impala,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stiching Cardano Development,stichting_cd,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stichting ActionAId,aanl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stichting Aflatoun International,aflatoun,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stichting Aidenvironment,aidenvironment,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stichting Deltares,deltares,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stichting Fern,stichtingfern,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stichting Humana,humana_houben,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stichting Kinderpostzegels Nederland,skn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stichting Leprazending Nederland - The Leprosy Mission Netherlands,leprazending-tlm-nl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stichting Mayday Rescue Foundation,maydayrescue,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stichting Nederlands Instituut voor Internationale Betrekkingen 'Clingendael',clingendael,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stichting RNW Media,rnw_org,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stichting VU Amsterdam - Amsterdam Centre for World Food Studies,acwfs_vu,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stichting Wings For Aid Foundation,wfaf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stockholm International Water Institute,siwi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
StreetInvest,si,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stromme Foundation,stromme_ug,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Studies & Economic Media Center ( SEMC),semc-yemen,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Support Trust for Africa Development (STAD),stad,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Survivors Fund (SURF),surf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Sustainable Development Institute,sdi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Sustainable Hospitality Alliance,sha,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Sustainable Livelihoods Foundation,sustainable_livelihoods_foundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Swedish Committee for Afghanistan,sca_afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Swisscontact,swisscontact,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Switzerland - Swiss Agency for Development and Cooperation (SDC),sdc_ch,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Sympany+,simone_sympany,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Synergie des Femmes pour la Paix et la Réconciliation des Peuples des Grands Lacs d'Afrique,spr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Synergía - Initiatives for Human Rights,synergiaihr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Syria Relief,sr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Syrian Center for Media and Freedom of Expression,scm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
TB Alert,tbalert,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
TRAFFIC International,traffic,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
TRAIDE Foundation,traide_foundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
TREE AID,treea,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
TRIAL International,trial,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Talent Acceleration Platform (TAP),tap,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Tameer-e-Khalaq Foundation,tkf1234,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Target TB,targettb,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Teach A Man To Fish,tamtf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Teach For Pakistan,tfp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Tearfund VZW (TFBE),tfb_admin1,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Tech2Peace,t2p,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Technische Universiteit Delft,nl_tud,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Terre des hommes- Aide à l'enfance dans le monde- Fondation,tdh_foundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Access to Nutrition Foundation,atnf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Asia Foundation,taf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The British Academy,thebritishacademy,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
