Publisher Name,Publisher Registry Id,Activities,Organisations,Files,Activity Files,Organisation Files,Total File Size,Reporting Org on Registry,Reporting Orgs in Data (count),Reporting Orgs in Data,Hierarchies (count),Hierarchies
Kenya Community Development Foundation,kcdf,3,1,2,1,1,277756,KE-RCO-C95110,1,KE-RCO-C95110,1,1
I Choose Life Africa,ke-ngc-3372,1,1,2,1,1,3877,KE-NGC-3372,1,KE-NGC-3372,1,1
Keele University,keele-university,3,1,2,1,1,15313,GB-COH-RC000655,1,GB-COH-RC000655,1,1
Kemitraan Bagi Pembaruan Tata Pemerintahan,kemitraan,1,1,2,1,1,3494,ID-KHH-6014052331100057,1,ID-KHH-ID-KHH-6014052331100057,1,1
Kepa ry,kepa,5,1,2,1,1,38142,FI-PRO-143138,1,FI-PRO-143138,2,1;2
Kenya Private Sector Alliance,kepsa,2,0,2,2,0,52254,KE-RCO-105217,1,KE-RCO-105217,1,1
Kerk in Actie,kerk_in_actie,4,0,1,1,0,49309,NL-KVK-30258482,1,NL-KVK-30258482,1,1
Kesho Kenya,kesho_kenya,1,1,2,1,1,281140,KE-NCB-218/051/15179/10159,1,KE-NCB-218/051/15179/10159,1,1
Commune de Kétou - Bénin,ketou,4,1,2,1,1,329961,BJ-IFU-6200901851300,4,BJ-IFU-4201710012551;BJ-IFU-5200801335602;BJ-IFU-6200901851300;BJ-IFU-6201501755307,1,null
King Hussein Foundation,khf,1,1,2,1,1,105518,XI-IATI-KHF,1,XI-IATI-KHF,1,1
Institute for Family Health,khf_ifh,2,1,2,1,1,45060,XI-IATI-KHF_IFH,1,XI-IATI-KHF_IFH,1,1
kidasha,kidasha,1,0,1,1,0,15578,GB-CHC-1106156,1,GB-CHC-1106156,1,1
King's College London,kingscollegelondon,4,1,2,1,1,66453,GB-COH-RC000297,1,GB-COH-RC000297,1,1
Friends of Kipkelion,kipkelion,1,1,2,1,1,11912,GB-CHC-1142476,1,GB-CHC-1142476,1,1
Royal Tropical Institute,kit,24,1,2,1,1,953343,NL-KVK-33185213,1,NL-KVK-33185213,1,1
KITUO CHA SHERIA,kituo,2,1,2,1,1,85538,KE-KRA-P051098561L,1,KE-KRA-P051098561L,1,1
KIYO,kiyo,17,1,3,2,1,233155,BE-BCE_KBO-0416867297,1,BE-BCE_KBO-0416867297,2,1;2
Commune de Klouékanmè - Bénin,klouekanme,3,1,2,1,1,247856,BJ-IFU-6201100034408,3,BJ-IFU-6201000370801;BJ-IFU-6201100034408;BJ-IFU-6201300688700,1,null
Kathmandu Medical College Public Limited,kmc,1,0,1,1,0,1461,NP-CRO-1158-065-066,1,NP-CRO-NP-CRO-1158-065-066,1,1
Kisumu Medical and Education Trust,kmet,0,0,0,0,0,0,KE-KRA-P051119468K,0,,0,
Karuna Mission Social Solidarity - KMSS,kmss,1,0,1,1,0,26306,MM-MHA-1/Local/0047,1,MM-MHA-1/Local/0047,1,1
Kenya National Commission on Human Rights,knchr,16,1,2,1,1,202070,KE-KRA-P051155108P,1,KE-KRA-P051155108P,1,1
Koninklijk Nederlands Meteorologisch Instituut,knmi,1,0,1,1,0,17109,NL-KVK-30276595,1,NL-KVK-30276595,1,1
Kwame Nkrumah University of Science and Technology,knust,1,1,2,1,1,3964,XI-GRID-grid.9829.a,1,XI-GRID-grid.9829.a,1,1
Royal Netherlands Football Association,knvb,1,3,2,1,1,20112,NL-KVK-40478591,1,NL-KVK-40478591,1,1
KPMG Advisory Limited (Tanzania),kpmgea,3,1,2,1,1,195671,TZ-BRLA-36057,1,TZ-BRLA-36057,1,1
KPMG LLP,kpmgllp,2,1,2,1,1,120651,GB-COH-OC301540,1,GB-COH-OC301540,1,1
Commune de Kpomassè - Bénin,kpomasse,4,1,2,1,1,328497,BJ-IFU-6201101182902,4,BJ-IFU-6201000370801;BJ-IFU-6201100034408;BJ-IFU-6201101182902;BJ-IFU-6201300688700,1,null
Kyiv School of Economics and Management,kse,1,1,2,1,1,5440,UA-EDR-37199602,1,XI-IATI-UA-EDR-37199602,1,1
King Salman Humanitarian Aid and Relief Centre,ksrelief291,1606,0,103,103,0,3936538,XM-OCHA-HPC6770,1,XM-OCHA-HPC6770,1,1
Kvinna till Kvinna,ktk,3,1,2,1,1,53989,JO-CCD-200178924,1,JO-CCD-200178924,1,1
The Kvinna till Kvinna Foundation - Head Office,ktk_ho,19,0,1,1,0,65202,SE-ON-802401-6134,1,SE-ON-802401-6134,2,1;null
Innovate UK KTN,ktn,1,0,1,1,0,7006,GB-COH-08705643,1,GB-COH-08705643,1,1
KwaAfrica,kwaafrica,1,1,2,1,1,16209,GB-CHC-1054369,1,GB-CHC-1054369,1,1
The Legal Aid Forum,laf,3,0,1,1,0,95145,RW-RGB-114-RGB-RGO-2013,1,RW-RGB-114-RGB-RGO-2013,1,1
Commune de Lalo - Bénin,lalo,4,1,2,1,1,322494,BJ-IFU-6200901944805,4,BJ-IFU-6200901944209;BJ-IFU-6200901944805;BJ-IFU-6201001076902;BJ-IFU-6201001843703,1,null
Landell Mills,landell-mills,6,0,6,6,0,25621,GB-COH-1574821,1,GB-COH-1574821,1,1
Larive International,larive,12,1,2,1,1,113125,NL-KVK-30157019,1,NL-KVK-30157019,1,1
Laterite B.V.,laterite_bv,0,0,0,0,0,0,NL-KVK-69759103,0,,0,
Legal Action Worldwide,law,1,1,2,1,1,52675,NL-KVK-74799525,1,NL-KVK-74799525,1,1
WSP USA Solutions Inc.,lbg,1,1,2,1,1,208313,US-EIN-13-3622707,1,US-EIN-13-3622707,1,1
Loughborough University,lboro,4,1,2,1,1,146098,GB-HESA-10004113,1,GB-HESA-10004113,1,1
London Business School,lbs,1,0,1,1,0,8607,GB-COH-RC000721,1,GB-COH-RC000721,1,1
Louvain Coopération,lc,20,1,2,1,1,495085,BE-BCE_KBO-0422717486,1,BE-BCE_KBO-0422717486,2,1;2
Leonard Cheshire Disability,lcd_admin,13,1,2,1,1,218346,GB-CHC-218186,1,GB-CHC-218186,1,1
Link Community Development International,lcdi_admin,4,1,2,1,1,160806,GB-CHC-1048007,1,GB-CHC-1048007,1,1
Link Community Development Scotland,lcds,1,0,1,1,0,9169,GB-SC-SC037959,1,GB-SC-SC037959,1,1
Light Castle Partners,lcp,1,1,2,1,1,9704,BD-ROC-C-107131,1,BD-ROC-C-107131,1,1
Local Development and Small Projects Support,ldsps,13,0,1,1,0,231966,TR-MOI-27-018-163,1,TR-MOI-27-018-163,1,1
LEAD International,lead_international,1,0,1,1,0,2460,GB-COH-4075590,1,GB-COH-4075590,1,1
Learning for Life,learningforlife,1,1,2,1,1,23512,GB-CHC-1105277,1,GB-CHC-1105277,1,1
University of Leeds,leedsuni,3,1,4,3,1,27722,GB-COH-RC000658,1,GB-COH-RC000658 ,1,1
Land Equity International,lei,1,1,2,1,1,4676,AU-ABN-42097054165,1,AU-ABN-097054165,1,1
University of Leicester,leics,7,0,1,1,0,89412,GB-COH-RC000659,1,GB-COH-RC000659,1,1
Lemann Foundation,lemann,1,0,1,1,0,17712,CH-FDJP-CHE109668357,1,CH-FDJP-CHE109668357,1,1
Lepra,lepra,35,1,2,1,1,162980,GB-CHC-213251,1,GB-CHC-213251,1,1
Stichting Leprazending Nederland - The Leprosy Mission Netherlands,leprazending-tlm-nl,4,1,2,1,1,41592,NL-KVK-41039028,1,NL-KVK-41039028,1,1
Light For The World Belgium,lftw-be,9,1,3,2,1,163320,BE-BCE_KBO-0460240749,1,BE-BCE_KBO-0460240749,2,1;2
Light for the World International,lftw-int,6,1,2,1,1,90571,AT-ZVR-315688676,1,AT-ZVR-315688676,1,1
Laïcité et Humanisme en Afrique Centrale (LHAC),lhac,7,1,4,3,1,49223,BE-BCE_KBO-0464147473,1,BE-BCE_KBO-0464147473,2,1;2
LAMB Health Care Foundation,lhcf,1,1,2,1,1,13990,GB-CHC-1101217,1,GB-CHC-1101217,1,1
YMCA of Liberia,libymca,1,0,1,1,0,33090,LR-MPEA-NGO-AC-0298,1,LR-MPEA-NGO-AC-0298,1,1
Leaders International,lifed_admin,1,1,2,1,1,18764,JO-CCD-200167994,1,JO-CCD-200167994,1,1
Liga Internacional de Mujeres por la Paz y la Libertad - Limpal Colombia,limpal-colombia,1,0,1,1,0,37593,CO-RUE-830053223,1,CO-RUE-830053223,1,1
"Lithuania, Ministry of Foreign Affairs",lithuania_mfa,0,0,0,0,0,0,XM-DAC-84,0,,0,
Lively Minds,livelyminds,1,1,2,1,1,15087,GB-CHC-1125512,1,GB-CHC-1125512,1,1
Living Earth Foundation,livingearth12,11,0,1,1,0,208976,GB-CHC-800672,1,GB-CHC-800672,1,null
LIWA programme trust,liwa-admin,1,0,1,1,0,4793,KE-KRA-P051542095J,1,KE-KRA-p051542095j,1,1
Danish Trade Union Development Agency (Ulandssekretariatet),loftf,27,1,24,23,1,186118,DK-CVR-20453672,1,DK-CVR-20453672,1,1
OurLoop Stitchting,loop,3,0,1,1,0,27266,NL-KVK-861193660,1,NL-KVK-861193660,1,1
Linking Pin Africa Ltd,lpa,1,0,1,1,0,21128,UG-RSB-80020001996190,1,UG-RSB-80020001996190,1,1
living peace institute,lpi,2,0,1,1,0,224723,XI-IATI-LPI,1,XI-IATI-LPI,1,1
London School of Economics and Political Science,lse,14,0,1,1,0,909908,GB-COH-00070527,1,GB-COH-00070527,1,1
London School of Hygiene and Tropical Medicine,lshtm,12,1,2,1,1,456462,GB-EDU-133903,1,GB-EDU-133903,2,1;998
Liverpool School of Tropical Medicine,lstm,12,1,6,5,1,536258,GB-CHC-222655,1,GB-CHC-222655,1,1
LTS International Limited,lts,25,0,1,1,0,1920074,GB-COH-SC100833,1,GB-COH-SC100833,1,1
Luminate Foundation Inc.,luminate,271,0,1,1,0,929810,US-EIN-82-3941326,1,US-EIN-82-3941326,1,null
LVCT Health,lvct,0,1,1,0,1,596,KE-NCB-218051200201502367,1,KE-NCB-218051200201502367,0,
mothers2mothers,m2m_sa,2,1,3,2,1,32000,ZA-NPO-025-359,1,ZA-NPO-025-359,1,1
Mzumbe University,m_u,4,1,2,1,1,15114,XI-GRID-grid.442465.5,1,XI-GRID-grid.442465.5,1,1
Spain - Ministry of Foreign Affairs and Cooperation,maec,0,0,0,0,0,0,ES-DIR3-E04585801,0,,0,
MAG,mag,42,1,2,1,1,4496448,GB-CHC-1083008,1,GB-CHC-1083008,2,1;2
Magariro,magariro,0,0,0,0,0,0,MZ-MOJ-F2G1No4,0,,0,
The Mailman School of Public Health,mailman_school_of_public_health,1,0,1,1,0,3448,XI-BRIDGE-1812689272,1,XI-BRIDGE-1812689272,1,1
Mainline,mainline,11,1,6,5,1,341104,NL-KVK-41209946,1,NL-KVK-41209946,1,2
Makerere University,maksph,1,1,2,1,1,19893,XI-GRID-grid.11194.3c,1,XI-GRID-grid.11194.3c,1,1
Malaria Consortium,malariaconsortium,0,0,0,0,0,0,GB-CHC-1099776,0,,0,
Mama Cash,mamac,49,1,2,1,1,918597,NL-KVK-41202535,1,NL-KVK-41202535,1,1
MAMTA - Health Institute for Mother and Child,mamta_himc,1,1,2,1,1,12621,IN-,1,mam_in,1,1
Mango Tree Property Management LTD,mangotree,1,0,1,1,0,10459,UG-RSB-229709,1,UG-RSB-229709,1,1
MannionDaniels,manniondaniels,85,0,5,5,0,4084128,GB-COH-04105827,1,GB-COH-04105827,3,1;2;null
MapAction,mapaction,11,1,6,5,1,69348,GB-CHC-1126727,1,GB-CHC-1126727,2,1;2
Marsa Sexual Health Center,marsa_welead,1,0,1,1,0,5537,LB-MOI-14739,1,LB-MOI-14739,1,1
marysmeals,marysmeals,3,1,2,1,1,102810,GB-SC-SCO45223,1,GB-SC-SCO45223,1,1
Mastercard Foundation,mastercard-foundation,0,1,1,0,1,634,CA-CRA_ACR-817387277,1,CA-CRA_ACR-817387277,0,
"Mahila Sarvangeen Utkarsh Mandal, Pune, India",masumpune_87,1,0,1,1,0,3395,IN-MHA-083930308,1,IN-MHA-083930308,1,1
Max Foundation,max-foundation,6,2,2,1,1,146618,NL-KVK-34219433,1,NL-KVK-34219433,1,1
Stichting Mayday Rescue Foundation,maydayrescue,2,1,3,2,1,6899,NL-KVK-855689493,1,NL-KVK-855689493,1,1
Mercy Corps Europe,mce,69,2,2,1,1,1997072,GB-SC-SC030289,1,GB-SC-SC030289,1,1
Mercy Corps Global,mcg,1,0,1,1,0,2678,US-EIN-91-1148123,1,US-EIN-91-1148123,1,1
McKinsey & Company,mck,10,1,7,6,1,34152,GB-COH-FC012665,1,GB-COH-FC012665,1,1
Mercy Corps Netherlands,mcn,5,1,2,1,1,209691,NL-KVK-70333564,1,NL-KVK-70333564,1,1
M&C Saatchi,mcs_new,1,0,1,1,0,11711,GB-COH-OC364842,1,GB-COH-OC364842,1,1
MDF Global,mdf,5,0,3,3,0,229956,NL-KVK-56821743,1,NL-KVK-56821743,1,null
Media Development Investment Fund,mdif,1,0,1,1,0,3253,US-EIN-13-4052259,1,US-EIN-13-4052259,1,1
Medecins du Monde France,mdm-fr,2,1,3,2,1,5419,FR-INSEE-32101874900127,1,FR-INSEE-32101874900127,1,1
Medicos del Mundo,mdm_spain,1,0,1,1,0,7471,ES-NIF-G79408852,1,ES-NIF-G79408852,1,1
Doctors of the World (NL)/ Dokters van de Wereld,mdmnl,7,0,1,1,0,13591,NL-KVK-40539494,1,NL-KVK-40539494,1,1
McKinsey Development Partners,mdp,2,1,2,1,1,7528,GB-COH-11594545,1,GB-COH-11594545,1,1
MedAccess Guarantee Limited,medaccess,2,0,1,1,0,6472,GB-COH-11080032,1,GB-COH-11080032,1,1
MedicineAfrica Ltd.,medafrica,1,1,2,1,1,15469,GB-COH-07840888,1,GB-COH-07840888,1,1
Medair,medair,1,1,2,1,1,11619,CH-FDJP-106064950,1,CH-FDJP-106064950,1,1
Medecins du Monde Belgique - Dokters van de Wereld Belgïe,medecins,19,1,11,10,1,165051,BE-BCE_KBO-0460162753,1,BE-BCE_KBO-0460162753,2,1;2
Universitas Brawijaya,medicine_ub,0,1,1,0,1,624,XI-ROR-01wk3d929,1,XI-ROR-01wk3d929,0,
Ministère de l'Economie et des Finances du Bénin,mefbenin,2,1,2,1,1,150725,XM-DAC-236,1,XM-DAC-236,1,null
Memisa,memisa,17,0,2,2,0,215735,BE-BCE_KBO-0435563751,1,BE-BCE_KBO-0435563751,2,1;2
Mercy-USA for Aid and Development,mercy-usa,2,0,1,1,0,21736,US-EIN-38-2846307,1,US-EIN-382846307,1,1
New Zealand - Ministry of Foreign Affairs and Trade - New Zealand Aid Programme,mfat,2546,1,22,21,1,72737525,NZ-1,2,NZ-1;XI-IATI-NZ-1,1,1
Media Foundation for West Africa,mfwa,1,1,2,1,1,49967,GH-DSW-4004,1,GH-DSW-4004,1,1
GEMS Education Solutions,mgcubed,1,1,2,1,1,14234,GB-COH-07669775,1,GB-COH-07669775,1,1
Micro Insurance Academy,mia_india,1,1,2,1,1,12111,IN-ITA-1886,1,IN-ITA-1886,1,1
MICAIA,mic-uk,2,1,2,1,1,9593,GB-CHC-1120413,1,GB-CHC-1120413,1,1
Micaia Foundation,micfound,2,0,1,1,0,109484,MZ-MOJ100094525,1,MZ-MOJ-100094525,1,1
MADE in Europe,mie-1134415,1,0,1,1,0,4310,GB-COH-1134415,1,GB-COH-1134415,1,1
The Palestinian Initiative for the Promotion of Global Dialogue and Democracy-MIFTAH,miftah,1,0,1,1,0,156617,PS-MOI-QR177HR,1,PS-MOI-QR177HR,1,1
Mifumi UK,mifumi_uk,2,1,2,1,1,77125,GB-CHC-1038785,1,GB-CHC-1038785,1,1
Millennium Challenge Corporation,millenniumchallenge,4116,1,50,49,1,92314053,US-GOV-18,1,US-GOV-18,3,1;2;3
Netherlands - Ministry of Foreign Affairs,minbuza_nl,10695,1,11,10,1,98494679,XM-DAC-7,1,XM-DAC-7,1,1
Mission Øst,missioneast,34,1,2,1,1,378075,DK-CVR-14723692,1,DK-CVR-14723692,1,null
MicroLoan Foundation,mlf,1,1,2,1,1,12963,GB-CHC-1104287,1,GB-CHC-1104287,1,1
Mensen met een Missie,mm1,13,2,3,1,2,338803,NL-KVK-41149831,1,NL-KVK-41149831,1,null
Mulanje Mission Hospital,mmh,1,1,2,1,1,11226,MW-MRA-20125995,1,MW-MRA-20125995,1,1
Miel Maya Honing asbl,mmha,12,1,3,2,1,167262,BE-BCE_KBO-0415426155,1,BE-BCE_KBO-0415426155,2,1;2
Mott MacDonald Limited,mml,34,1,2,1,1,1378300,GB-COH-1110949,1,GB-COH-1110949,1,1
Musalaha Ministry of Reconciliation,mmr_admin2,1,0,1,1,0,5501,IL-RA-580166452,1,IL-RA-580166452,1,1
Ministry of Foreign Affairs of  Japan,mofa-jpn,0,0,0,0,0,0,XM-DAC-701-2,0,,0,
Ministry of Foreign Affairs - United Arab Emirates (UAE),mofaic_uae,223,1,2,1,1,1679286,XM-DAC-576,1,XM-DAC-576,1,null
Le Monde selon les femmes asbl,mondefemmes,16,1,3,2,1,174907,BE-BCE_KBO-0430826290,1,BE-BCE_KBO-0430826290,2,1;2
Mondiaal FNV (Stichting),mondiaalfnv,51,1,2,1,1,1599053,NL-KvK-41177601,1,NL-KVK-41177601,1,1
Montrose International LLP,montrose_llp,6,1,2,1,1,95939,GB-COH-OC350651,1,GB-COH-OC350651,1,1
Motivation,motivation,5,1,2,1,1,186373,GB-CHC-1079358,1,GB-CHC-1079358,1,1
UK - Medical Research Council,mrc,0,0,0,0,0,0,GB-COH-RC000346,0,,0,
"Medical Research Centre (MRC), Sierra Leone",mrc-sierra-leone,1,0,1,1,0,22039,SL-NRA-1001562-8,1,SL-NRA-1001562-8 ,1,1
Meningitis Research Foundation,mrf,1,1,2,1,1,3536,GB-CHC-1091105,1,GB-CHC-1091105,1,1
Minority Rights Group,mrg,4,1,2,1,1,46364,GB-CHC-282305,1,GB-CHC-282305,1,1
Sharkit Al Manhajyah Lelestsharat Al Tasweeqyeh,mset,0,0,0,0,0,0,JO-CCD-181612,0,,0,
MSI Reproductive Choices,msi,26,1,2,1,1,907176,GB-COH-1102208,1,GB-COH-1102208,1,1
Maastricht School of Management,msm-ipd,1,1,2,1,1,33051,NL-KVK-41145371,2,NL-KVK-41145371;XI-IATI-NL-KVK-41145371,1,1
The Global Forum on MSM & HIV (MSMGF),msmgf,6,0,1,1,0,44907,US-EIN-471065461,1,US-EIN-471065461,1,2
Maxwell Stamp PLC,mstamp,9,1,5,4,1,31347,GB-COH-00637978,1,GB-COH-00637978,1,1
Mercy Ships UK Limited,msuk,1,1,2,1,1,33851,GB-COH-03147724,1,GB-COH-03147724,1,1
Médecins Sans Vacances,msv,11,1,3,2,1,169648,BE-BCE_KBO-0448723978,1,BE-BCE_KBO-0448723978,2,1;2
Mukisa Foundation,mukisa_foundation,1,0,1,1,0,9760,UG-NGB-0498,1,UG-NGB-0498,1,1
Musawah Global Vision Berhad,musawah,1,0,1,1,0,53548,MY-SSM-1162174T,1,MY-SSM-1162174-T,1,1
Muslim Aid,muslimaid,2,1,2,1,1,14549,GB-CHC-295224,1,GB-CHC-1176462,1,1
MVO Nederland,mvo_nederland,17,1,2,1,1,160982,NL-KVK-30195730,1,NL-KVK-30195730,1,1
Mwatana for Human Rights,mwatana,3,1,2,1,1,101245,YE-MSAL-18-2013,1,YE-MSAL-18-2013,1,1
Asian-Pacific Resource and Research Centre for Women (ARROW),my-ssm,1,0,1,1,0,21572,MY-SSM-256530H,1,MY-SSM-256530H,1,1
Environmental Centre for Oil Spills and Gas Flaring (NACGOND),nacgond-,6,0,1,1,0,67367,NG-CAC-57289,1,NG-CAC-57289,1,1
NAGAAD,nagaad,1,1,2,1,1,141038,SO-MPND-L43135002018MJ,1,SO-MPND-L43135002018MJ,1,1
"Namati, Inc",namati_inc,1,3,2,1,1,44688,US-EIN-45-2796201,1,US-EIN-45-2796201,1,null
Nathan Associates London Ltd.,nathan,14,1,7,6,1,193056,GB-COH-02768268,1,GB-COH-02768268,1,1
Netherlands Commission for Environmental Assessment,ncea,42,1,2,1,1,448798,NL-KVK-41185216,1,NL-KVK-41185216,1,2
National Coalition of Human Rights Defenders - Kenya,nchrdk,1,0,1,1,0,34441,KE-KRA-P051502549C,1,KE-KRA-P051502549C,1,1
Nature and Development Foundation,ndf_fgm,3,1,2,1,1,70775,GH-RGD-CG077262013,1,GH-RGD-CG077262013,1,1
Niger Delta Stakeholders Initiative for Community Development and Empowerment,ndsicde,2,0,1,1,0,156380,NG-CAC-73022,1,NG-CAC-73022,1,1
Network For Enterprise Enhancement and Development Support,needs,0,0,0,0,0,0,IN-MHA-337680017,0,,0,
Neem Foundation,neem,1,0,1,1,0,223957,NG-CAC-83813,1,NG-CAC-83813,1,1
Near East Foundation UK (NEF UK),nef-uk,1,0,1,1,0,50884,GB-CHC-1150993,1,GB-CHC-1150993,1,1
Near East Foundation Mali (NEF Mali),nef_mali,1,1,2,1,1,410758,ML-NIF-055000335T,1,ML-NIF-055000335T,1,null
Near East Foundation (NEF USA),nef_usa,1,1,2,1,1,65204,US-EIN-13-1624114,1,US-EIN-13-1624114,1,1
Neopenda,neopenda,2,1,2,1,1,5542,US-EIN-83-1236759,1,US-EIN-83-1236759,1,1
Nesta,nesta,1,1,2,1,1,6030,GB-CHC-1144091,1,GB-CHC-1144091,1,null
Network for Africa,network4africa,1,1,2,1,1,31392,GB-CHC-1120932,1,GB-CHC-1120932,1,1
NatureFinance,nf2022,1,1,2,1,1,18608,CH-FDJP-CHE-390.672.238,1,CH-FDJP-CHE-390.672.238,1,null
NGO Federation of Nepal,nfn,1,0,1,1,0,4341,NP-DAO-27-689/063/064,1,NP-DAO-27-689/063/064,1,1
Netherlands Food Partnership,nfp,3,0,1,1,0,198369,NL-KVK-30204842,1,NL-KVK-30204842,1,null
Ngo-federatie (Vlaamse federatie van ngo's voor ontwikkelingssamenwerking),ngo-federatie,6,1,2,1,1,83348,BE-BCE_KBO-0449400604,1,BE-BCE_KBO-0449400604,2,1;2
Uganda National NGO Forum,ngoforum_01,0,1,1,0,1,616,UG-NGO-INDR21712234NB,1,UG-NGO-INDP29512234NB,0,
Northern Ireland Cooperation Overseas Ltd,nico,1,0,1,1,0,11249,GB-GOR-OT1175,1,GB-GOR-GB-GOR-OT1175,1,1
Netherlands Institute for Multiparty Democracy (NIMD),nimd-hq,171,1,3,2,1,3655084,NL-KVK-27189542,1,NL-KVK-27189542,1,null
NIRAS A/S,niras,1,1,2,1,1,8325,DK-CVR-37295728,2,DK-CVR-73432219;DK-CVR-DK-CVR-37295728,1,1
NIRAS Group (UK) Limited,niras_uk,6,1,2,1,1,172228,GB-COH-01250443,1,GB-COH-01250443,1,1
Natural Justice,nj_1,9,1,2,1,1,592736,ZA-NPO-057-611,1,ZA-NPO-057-611,2,1;2
Aidsfonds - Soa Aids Nederland,nl-kvk-41207989,25,1,3,2,1,942302,NL-KVK-41207989,1,NL-KVK-41207989,1,null
CNV Internationaal,nl-kvk-54436222-27541,79,1,7,6,1,5366666,NL-KVK-54436222,2,NL-KVK-54436222;NL-KvK-54436222-27541,1,null
Technische Universiteit Delft,nl_tud,1,1,2,1,1,8856,NL-KVK-27364265,1,NL-KVK-27364265,1,null
Stichting Wilde Ganzen/ IKON,nl_wg,8,0,1,1,0,890373,NL-KVK-41192276,1,NL-KVK-41192276,1,null
NLR,nlr,2,0,2,2,0,55626,NL-KVK-41199723,1,NL-KVK-41199723,2,1;null
NLR Indonesia,nlr_indonesia,1,0,1,1,0,45400,ID-KHH-5018112631240040,1,ID-KHH-5018112631240040,1,1
Netherlands Red Cross,nlrc,1585,0,2,2,0,20188064,NL-KVK-40409352,1,NL-KVK-40409352,2,1;2
NKHOMA MISSION HOSPITAL,nmhiati,1,0,1,1,0,8462,MW-MRA-20123139,1,MW-MRA-20123139,1,1
Northern Network for Education Development,nned,5,0,1,1,0,8985,GH-DSW-2000,1,GH-DSW-2000,1,1
Nepal Netra Jyoti Sangh,nnjs_nepal,1,1,2,1,1,18007,NP-SWC-24,1,NP-SWC-24,1,1
Norad - Norwegian Agency for Development Cooperation,norad,8229,1,2,1,1,55697589,NO-BRC-971277882,1,NO-BRC-971277882,1,null
NORSAAC,norsaac,1,0,1,1,0,70700,GH-DSW-4834,1,GH-DSW-4834,1,1
Norwegian People's Aid,npa,10,1,8,7,1,514438,NO-BRC-871033552,1,NO-BRC-871033552,1,1
"NpM, Platform for Inclusive Finance",npm,3,1,2,1,1,22834,NL-KVK-56185154,1,NL-KVK-56185154,1,1
Nonviolent Peaceforce South Sudan,npss,49,1,5,4,1,323701,SS-RRC-004,4,SS-RRC-004;SS-RRC-SS-RRC-004;XI-IATI-CHE-442.839.246;XI-IATI-CHE442839246,1,1
Norwegian Refugee Council,nrc,224,1,8,7,1,946090,NO-BRC-977538319,1,NO-BRC-977538319,2,1;null
Natural Resource Governance Institute (NRGI),nrgi,0,0,0,0,0,0,US-EIN-20-4451390,0,,0,
"Natural Resources Institute, University of Greenwich.",nri,13,1,10,9,1,33119,GB-COH-00986729,1,GB-COH-00986729,1,1
Enroot,nroot,2,0,1,1,0,10604,EG-CR-117508,1,EG-CR-117508,1,1
Northern Rangelands Trust,nrt-kenya,6,0,3,3,0,8574,KE-KRA-P051311853T,1,KE-KRA-P051311853T,1,1
Netherlands Space Office,nso,26,1,2,1,1,683722,XI-IATI-NSO,1,XI-IATI-NSO,1,null
Global Network of Sex Work Projects (NSWP),nswp,2,1,2,1,1,59415,GB-COH-SC349355,1,GB-COH-SC349355,1,2
Neotree,nt_2024,2,0,1,1,0,9356,GB-CHC-1186748,1,GB-CHC-1186748,1,1
Non-Timber Forest Products Exchange Programme,ntfp-ep,7,1,2,1,1,132042,PH-SEC-CN200324943,1,PH-SEC-CN200324943,1,1
Nuffic,nuffic20171017,7705,0,5,5,0,39466658,NL-KVK-41150085,1,NL-KVK-41150085,2,1;null
Nutrition International,nutritionintl,1,0,1,1,0,28236,CA-CRA_ACR-869974816,1,CA-CRA_ACR-869974816,1,1
National Union of Women With Disabilities of Uganda,nuwodu,1,0,1,1,0,35729,UG-NGO-S59143785,1,UG-NGO-S59143785,1,1
Nevadic Limited,nvd_12,0,1,1,0,1,4383,NG-CAC-1075488,1,NG-CAC-1075488,0,
Netherlands Organisation for Scientific Research (NWO),nwo,5,1,2,1,1,53699,NL-KVK-27367015,1,NL-KVK-27367015,1,1
Netherlands Water Partnership,nwp,1,0,1,1,0,45119,NL-KVK-27186453,1,NL-KVK-27186453,1,1
New York University,nyu,1,1,2,1,1,8200,US-EIN-13-5562308,1,US-EIN-13-5562308,1,1
Oxfam Australia,oau,164,1,34,33,1,457971,AU-ACNC-18055208636,1,AU-ACNC-18055208636,1,1
Obodo Centre for Advocacy and Equal Rights,obodo_ng,15,1,2,1,1,66489,NG-CAC-6896199,1,NG-CAC-6896199,1,1
Open Capital Advisors,oca,1,1,2,1,1,6994,KE-RCO-CPR-2010-28036,1,KE-RCO-CPR-2010-28036,1,1
Republic of Korea,odakorea,4299,48,48,46,2,49554215,KR-GOV-010,1,KR-GOV-010,1,1
ODI Global,odi,44,0,1,1,0,595667,GB-CHC-228248,1,GB-CHC-228248,1,1
ODI Global Advisory Ltd,odi_sales_ltd,19,0,1,1,0,149086,GB-COH-07157505,1,GB-COH-07157505,1,1
OECD,oecd,0,0,0,0,0,0,XM-DAC-47080,0,,0,
The OPEC Fund for International Development (OFID),ofid,0,0,0,0,0,0,XI-IATI-OFID,0,,0,
Opportunity International Savings and Loans Ltd,oisl_gh,2,0,1,1,0,9044,GH-RGD-99389,1,GH-RGD-99389,1,1
Okapi Consulting,okapiconsulting,1,0,1,1,0,2148,ZA-CIP-2005-028883-23,1,XI-IATI-ZA-CIP-2005-028883-23,1,1533000
