name,title,publisher_frequency,publisher_frequency_select,publisher_implementation_schedule,publisher_ui,publisher_field_exclusions,publisher_contact,image_url,display_name,publisher_iati_id,publisher_units,publisher_record_exclusions,publisher_data_quality,publisher_country,publisher_description,publisher_refs,publisher_thresholdspublisher_agencies,publisher_constraints,publisher_organization_type,publisher_segmentation,license_id,state,publisher_timeliness
act_alliance,ACT Alliance,as per donor reporting requirements for specific projects,not_specified,n/a,n/a,n/a,"Ecumenical Center, 150 Route de Ferney, 1211 Geneva, Switzerland",0,0,CH-FDJP-66006990023,Activities represent individual funding streams,n/a,Information provided through IATI reporting is not audited or verified,CH,"The ACT Alliance is a coalition of 144 churches and church-related organizations working together in over 100 countries to create positive and sustainable change in the lives of poor and marginalized people regardless of their religion, politics, gender, sexual orientation, race or nationality in keeping with the highest international codes and standards. ",n/a,0,n/a,21,data is published on a specific project within a given (per country); single file,notspecified,active,Data will be published according to reporting schedules of specific projects and donor requirements
agdevco,AgDevCo,0,not_specified,0,0,0,"HEAD OFFICE/AGDEVCO UK
Peer House, 
8-14 Verulam Street
London WC1X 8LZ
United Kingdom",0,0,GB-COH-07026479,0,0,0,GB,0,0,0,0,70,0,cc-by,active,0
peas,PEAS (Promoting Equality in African Schools),0,quarterly,0,0,0,info@peas.org.uk,http://www.peas.org.uk/sites/default/files/main_logo.png,0,GB-CHC-1126550,0,0,0,GB,"Our mission is to unlock the potential of Africa by delivering equal access to affordable, quality secondary education",0,0,0,21,Per country,odc-by,active,Quarterly in arrears
wmf,World Medical Fund for Children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,active,0
profemmes,PRO-FEMMES TWESE HAMWE,0,quarterly,December 2019 to December 2022,0,0,"Kigali city, Kicukiro District, Gahanga Sector. 
P:O Box 2758 Kigali Rwanda",0,0,RW-RGB-020-17,0,0,0,RW,"Pro-Femmes /Twese Hamwe (PFTH) is an Umbrella of Rwandan Civil Society Organizations aiming at advancement of women status, peace and development.  The mission of Pro-Femmes/Twese Hamwe is to eradicate all forms of discrimination towards women, to promote their socio-economic political and legal status, and to enhance the institutional and organizational capacities of its member organizations through the promotion of sustainable human development approach based on gender equality and a culture of peace, justice and human rights.
In line with its mission, PFTH in collaboration with iPeace funded by the Ministry of Foreign Affairs of the Kingdom of the Netherlands is implementing the project “Empowerment of Women in Informal Cross Border Trade between Rwanda and Democratic Republic of Congo.",0,0,0,22,0,odc-pddl,active,Quarterly. 
healthnet,HealthNet TPO,0,quarterly,0,Not yet,0,"Lizzy Ansinghstraat 163
1072RG Amsterdam 
Tel: +31 (0)20 620 00 05 
E-mail: info@hntpo.org ",0,0,NL-KVK-41211943,Project-based,Safety and security ,Projects data are audited,NL,"HealthNet TPO is a Dutch aid agency that works on health in areas disrupted by war or disasters. In these areas people are facing the immense task of rebuilding society while they suffer from poverty, diseases and the emotional consequences of conflict. We use ‘health’ as both a goal and means: the goal is to reach accessible health care for all. By working on that together with local communities we use ‘health’ as a means to bring people together and to restore mutual trust.",0,0,0,21,No,notspecified,active,3 months 
wajibu,WAJIBU - Institute of Public Accountability,0,quarterly,April - March,0,0,"Executive Director, WAJIBU – Institute of Public Accountability
Rose Garden Road,10 Tancom Street, Mikocheni,
P.O. Box 13486,
Dar–es–Salaam – Tanzania.
Email: wajibu.institute@gmail.com 
Tell: +255 736 666 916",0,0,TZ-NNCB-00NGO-R2-00056,GBP,0,0,TZ,"WAJIBU was founded with the purpose of fostering an environment that supports and promotes public accountability and good governance in Tanzania. In particular, the Institute believes that mobilizing public engagement with duty bearers on issues of public accountability and good governance is key to consolidate the accountability level achieved so far in the country for and poverty reduction and future economic growth. ",0,0,0,22,0,other-at,active,Quarterly
gpe,Global Partnership for Education,0,quarterly,0,0,0,iati@globalpartnership.org,http://globalpartnership.org/iati/gpe-logo.jpg,0,XM-DAC-47501,Projects,0,"Certain data is subject to change at the closure of a project (as in, the project may not use all of the funding and we will then ""de-commit"" what was not used).",US,"The Global Partnership for Education is the only multilateral partnership devoted to getting all children into school for a quality education in the world's poorest countries. The data includes the IATI Identifier, project country, Managing or Supervising Entity of the project, project start and end date, grant amount, and the disbursement schedule of funds since 2004.",0,0,0,40,Per country,notspecified,active,The data will be updated within 30 days of the end of the quarter. 
hrwg_indonesia,HRWG Indonesia,0,not_specified,0,0,0,"YLBHI Building, 1st Floor, Pangeran Diponegoro St. No.74, Menteng, RT.9/RW.2, Pegangsaan, Menteng, Central Jakarta, DKI Jakarta 10320",0,0,ID-KHH-0018020.AH.01.07,0,0,0,ID,0,0,0,0,22,0,other-open,active,0
sp,Siasa Place,0,not_specified,0,0,0,"Development House, 8th Floor, Moi Avenue ",0,0,KE-NCB-10488,0,0,0,KE,"An NGO that focuses on the meaningful engagement and participation of young people. The active participation of ordinary citizens, in an inclusive platform for young people willing to voice their concerns and ideas, lead and educate people on the functions and processes of government. ",0,0,0,22,0,cc-by,active,0
pcf,Prince Claus Fund,0,quarterly,0,0,0,"Herengracht 603
1017 CE Amsterdam, the Netherlands
General phone number: +31 (0)20 344 9160",http://www.princeclausfund.org/images/logo-white.jpg,0,NL-KVK-41159889,"The PCF's structure consists of four programmes:
- Awards
- Grants and Collaborations
- Cultural Emergency Response
- Next Generation
All these programmes consists of several to many projects, which may contain sub-projects. Where necessary and possible, we will report on all these levels.","We may finance projects in sensitive contexts, in which case we choose to withhold the publication of projects to guarantee anonymity for our partners.",0,NL,"The Prince Claus Fund works toward a world of inclusive societies in which culture thrives. To this end, our mission is to support, connect, and share the stories of visionaries at the forefront of culture and cultural protection. We believe in the intrinsic value & transformative power of culture.
The Prince Claus Fund was established on 6 September 1996 as a tribute to HRH Prince Claus's dedication to culture and development. We operate primarily in Latin America, Africa, Asia, Eastern Europe and the Caribbean. For more than 20 years the Prince Claus Fund has created opportunities for connection and exchange and stimulated cultural expression that challenges a dominant, exclusive discourse.  We support innovative, high-quality cultural initiatives, especially where opportunities are limited, whether by poverty, conflict, marginalization or political repression.  We honour outstanding achievement by awarding visionaries at the frontline of culture and development.",0,0,0,21,Our IATI data is published as one file that contains all programmes and regions.,odc-by,active,0
idea,International IDEA,Project data will be published quarterly while audited Financial Statements will be published annually,quarterly,0,0,0,"Strömsborgbron 1
SE103 34 Stockholm
Sweden",0,0,XM-DAC-47058,Projects and whole organisation,0,"The Financial statements will be audited data
The project data will be from internal reports that are normally produced monthly.",SE,International IDEA supports sustainable democratic change through providing comparative knowledge and assisting in democratic reform and influencing policies and politics.,0,0,0,40,Published by project,cc-nc,active,0
cip,International Potato Center,0,not_specified,0,0,0,"Avenida La Molina 1895
La Molina Apartado 1558, 
Lima 12
Peru",https://nkxms1019hx1xmtstxk3k9sko-wpengine.netdna-ssl.com/wp-content/uploads/2019/04/Logo-2019.png,0,XM-DAC-47021,0,0,0,PE,0,0,0,0,40,0,cc-by,active,0
frankwater,FRANK Water,0,annually,0,0,0,jon@frankwater.com,0,0,GB-CHC-1121273,0,0,0,GB,0,0,0,0,21,0,notspecified,active,0
cost_uk,Construction Sector Transparency Initiative (CoST),0,not_specified,0,0,0,"CoST
25 Basinghall Street
London
EC2V 5HA",0,0,GB-COH-8159144,0,0,0,0,0,0,0,0,21,0,notspecified,active,0
heifernederland,Heifer Nederland,0,not_specified,0,0,0,sara@heifer.nl,http://www.heifer.nl/templates/atomic/img/logo.png,0,NL-KVK-20093733,0,0,0,NL,Project coordinator,0,0,0,22,0,notspecified,active,0
mfwa,Media Foundation for West Africa,0,not_specified,0,0,0,0,0,0,GH-DSW-4004,0,0,0,GH,0,0,0,0,23,0,odc-by,active,0
delivery_associates,Delivery Associates Ltd,0,not_specified,0,0,0,"2nd Floor, Cardiff House
Tiling Road
London
NW2 1LJ",0,0,GB-COH-08333641,0,0,0,GB,0,0,0,0,70,0,notspecified,active,0
siwi,Stockholm International Water Institute,0,quarterly,0,0,0,"Linnégatan 87A
Box 101 87
100 55 Stockholm
SWEDEN",0,0,SE-ON-802425-8702,0,0,0,SE,0,0,0,0,21,0,other-at,active,0
bmgf,Gates Foundation,IATI data are updated on a monthly basis.,monthly,0,A subset of our IATI data is made available through our GatesFoundation.org website.  We also publish our grant information with the Foundation Center and Organization for Economic Co-operation and Development (OECD).,Not applicable.,info@gatesfoundation.org,0,0,DAC-1601,Our unit of activity will be at the grant level.,"Our reporting starts from 2009 and excludes grants related to our US programs and grants that if published could harm our employees, grantees, partners, or the beneficiaries of our work. Specifically, we will consider exemptions based on the following criteria:

• Security and safety: poses a risk to the security or safety of any individual, including foundation staff, contractors and beneficiaries.
• Personal information: intrudes on personal privacy or breaches confidentiality.
• Legally privileged and commercially sensitive information: violates legal commitments, such as non-disclosure agreements and confidentiality agreements, or would result in substantial harm to our grantees, partners or suppliers’ commercial interests.
• Timing of publication: upsets a dynamic process in ways that pose substantial risk to achieving the outcomes sought by our grantees and partners.
• Premature documents: document is too early in development to publish.
",Our financial statements are independently audited.  Our grant data is verified internally prior to publication but may be subject to change.,US,"The Gates Foundation works with partner organizations worldwide to tackle critical problems in six program areas. Our Global Development Division focuses on improving the delivery of high-impact health products and services to the world’s poorest communities and helps countries expand access to health coverage. Our Global Health Division aims to reduce inequities in health by developing new tools and strategies to reduce the burden of infectious disease and the leading causes of child mortality in developing countries.  Our Gender Equality Division works to ensure women and girls in Africa and South Asia can enjoy good health, make their own choices, earn their own money, and be leaders in their societies.  Our Global Growth & Opportunity Division focuses on creating and scaling market-based innovations to stimulate inclusive and sustainable economic growth.  Our United States Program Division works to ensure everyone in the United States can learn, grow, and get ahead, regardless of race, gender, ethnicity, or family income. And our Global Policy & Advocacy Division seeks to build strategic relationships and promote policies that will help advance our work.",Not applicable.,0,Please refer to our 'Information Sharing Approach' on our GatesFoundation.org website.,60,Our IATI data will be published collectively by period.,odc-by,active,IATI data are updated on a monthly basis.
