Publisher Name,Publisher Registry Id,Publisher Type,Number of Activities,Publishing Humanitarian,Using Humanitarian Attribute,Appeal or Emergency Details,Clusters,Humanitarian Score
Small Arms Survey,sas_sana,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Small International Development Charities Network,sidcn,National NGO,0,0,0.0,0.0,0.0,0.0
Smart Villages Research Group,svrg,Private Sector,0,0,0.0,0.0,0.0,0.0
SMEX,smex,Regional NGO,0,0,0.0,0.0,0.0,0.0
SNV Netherlands Development Organisation,snv,International NGO,0,0,0.0,0.0,0.0,0.0
SOAS University of London,soas,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Sociaal-Economische Raad,ser,Other Public Sector,0,0,0.0,0.0,0.0,0.0
Social Accountability International,social_accountability_international,International NGO,1,100,100.0,0.0,0.0,50.0
Social Development Direct Limited,sddirect,Private Sector,0,0,0.0,0.0,0.0,0.0
"Social Fund for Development, Yemen",sfd-yemen,Other Public Sector,0,0,0.0,0.0,0.0,0.0
Social Impact Lab CIC,simlab,International NGO,0,0,0.0,0.0,0.0,0.0
Social Watch Benin,swb_1,National NGO,0,0,0.0,0.0,0.0,0.0
Society For Promotion of Area Resource Centres,sparc_iati,National NGO,0,0,0.0,0.0,0.0,0.0
Société Nationale des eaux du Bénin (SONEB),soneb-benin,Other Public Sector,0,0,0.0,0.0,0.0,0.0
Solar Cooling Engineering GmbH,sce-gmbh,Private Sector,0,0,0.0,0.0,0.0,0.0
SolarNow Services (U) Ltd,solarnowsofa,Private Sector,0,0,0.0,0.0,0.0,0.0
Solidagro,solidagro_admin,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Solidar Suisse,solidarsuisse,International NGO,0,0,0.0,0.0,0.0,0.0
Solidaridad,solidaridad,International NGO,0,0,0.0,0.0,0.0,0.0
Solidaridad Europe,solidaridad-europe,International NGO,0,0,0.0,0.0,0.0,0.0
Solidaridad South & South-East Asia,solidaridad-ssea,International NGO,0,0,0.0,0.0,0.0,0.0
Solidaridad West Africa,solidaridad-waf,International NGO,0,0,0.0,0.0,0.0,0.0
Solidarites International,solidarites-international,International NGO,4,100,100.0,0.0,0.0,50.0
Solsoc,solsoc,National NGO,0,0,0.0,0.0,0.0,0.0
Soluciones en Legislación y Política Ambiental AC,polea,National NGO,0,0,0.0,0.0,0.0,0.0
Sonke Gender Justice,sjg,International NGO,0,0,0.0,0.0,0.0,0.0
SOS Børnebyerne,sosdk,International NGO,1,100,100.0,0.0,0.0,50.0
SOS Children's Villages Kenya,soscvkenya,International NGO,0,0,0.0,0.0,0.0,0.0
SOS Children's Villages The Netherlands,sosnl,Foundation,46,100,0.0,0.0,0.0,25.0
SOS FAIM - SOS HUNGER,sosfaim,National NGO,0,0,0.0,0.0,0.0,0.0
SOS Italia,sosvdb_italia,National NGO,1,100,100.0,0.0,0.0,50.0
SOS Jeunesse et Défis,sosjd6,National NGO,0,0,0.0,0.0,0.0,0.0
SOS Kinderdorpen België / SOS Villages d'Enfants Belgique,svdbskb_admin,International NGO,0,0,0.0,0.0,0.0,0.0
SOS Sahel International UK,sossaheluk,International NGO,0,0,0.0,0.0,0.0,0.0
SOS Sahel Sudan,sosss_admin,National NGO,1,100,100.0,100.0,0.0,75.0
Sound Seekers Limited,soundseekers,International NGO,0,0,0.0,0.0,0.0,0.0
South African Network of People who Use Drugs,sanpud,National NGO,0,0,0.0,0.0,0.0,0.0
South Asian Women Development Forum,sawdf-admin,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
South West International Development Network,swidn,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Southeast Asia Freedom of Expression Network (SAFEnet),safenet,National NGO,0,0,0.0,0.0,0.0,0.0
Southern African Catholic Bishops' Conference Aids Office,sacbc,Regional NGO,0,0,0.0,0.0,0.0,0.0
SouthSouthNorth,ssn,International NGO,0,0,0.0,0.0,0.0,0.0
Sowt podcasting and training L.L.C,sowt,Private Sector,0,0,0.0,0.0,0.0,0.0
Spain - Ministry of Foreign Affairs and Cooperation,maec,Government,0,0,0.0,0.0,0.0,0.0
Spanish Agency for International Development Cooperation (AECID),aecid,Government,351,100,90.02849002849003,0.0,0.0,47.5071225071225
SPARK,spark,International NGO,9,100,100.0,0.0,0.0,50.0
Special Hope Network,shn,International NGO,0,0,0.0,0.0,0.0,0.0
Stakeholder Democracy Network,sdn,International NGO,0,0,0.0,0.0,0.0,0.0
STAR-Ghana Foundation,star_ghanafoundation,Foundation,1,100,100.0,0.0,0.0,50.0
Stars Foundation,starsfoundation,Foundation,0,0,0.0,0.0,0.0,0.0
STC International,stc-international,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Stellenbosch University,su-impala,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Stiching Cardano Development,stichting_cd,Foundation,0,0,0.0,0.0,0.0,0.0
Stichting ActionAId,aanl,International NGO,0,0,0.0,0.0,0.0,0.0
Stichting Aflatoun International,aflatoun,International NGO,0,0,0.0,0.0,0.0,0.0
Stichting Agriterra,agriterra,Foundation,6,100,100.0,0.0,0.0,50.0
Stichting Aidenvironment,aidenvironment,Foundation,0,0,0.0,0.0,0.0,0.0
Stichting Beheer Subsidiegelden DRA,stichting-subsidiegelden-dra,International NGO,4,100,100.0,0.0,0.0,50.0
Stichting Deltares,deltares,Foundation,0,0,0.0,0.0,0.0,0.0
Stichting Fern,stichtingfern,International NGO,0,0,0.0,0.0,0.0,0.0
Stichting fondsbeheer DGGF lokaal MKB,dggf_financing_local_smes,Foundation,0,0,0.0,0.0,0.0,0.0
Stichting Habitat for Humanity Nederland,hfhnl,National NGO,2,100,100.0,0.0,0.0,50.0
Stichting Health Action International,hai,Foundation,0,0,0.0,0.0,0.0,0.0
Stichting Humana,humana_houben,International NGO,0,0,0.0,0.0,0.0,0.0
Stichting Kinderpostzegels Nederland,skn,International NGO,0,0,0.0,0.0,0.0,0.0
Stichting Leprazending Nederland - The Leprosy Mission Netherlands,leprazending-tlm-nl,Foundation,4,100,100.0,0.0,0.0,50.0
Stichting Liliane Fonds,slf,National NGO,0,0,0.0,0.0,0.0,0.0
Stichting Mayday Rescue Foundation,maydayrescue,Foundation,2,100,100.0,0.0,0.0,50.0
Stichting Nederlands Instituut voor Internationale Betrekkingen 'Clingendael',clingendael,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Stichting Onderzoek Multinationale Ondernemingen (SOMO),somo,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Stichting Red een Kind,redeenkind,International NGO,0,0,0.0,0.0,0.0,0.0
Stichting RNW Media,rnw_org,International NGO,0,0,0.0,0.0,0.0,0.0
Stichting Vluchteling,st_vluchteling,International NGO,111,100,100.0,11.711711711711711,24.324324324324326,59.009009009009006
Stichting VSO Nederland,vso_nl,International NGO,0,0,0.0,0.0,0.0,0.0
Stichting VU Amsterdam - Amsterdam Centre for World Food Studies,acwfs_vu,"Academic, Training and Research",7,100,100.0,0.0,0.0,50.0
Stichting Wilde Ganzen/ IKON,nl_wg,National NGO,0,0,0.0,0.0,0.0,0.0
Stichting Wings For Aid Foundation,wfaf,Foundation,1,100,100.0,0.0,0.0,50.0
Stichting Woord en Daad,w-d,International NGO,0,0,0.0,0.0,0.0,0.0
Stockholm International Water Institute,siwi,International NGO,1,100,100.0,0.0,0.0,50.0
Stonewall Equality Limited,stonewa11,International NGO,6,100,100.0,0.0,0.0,50.0
Street Child,street_child,International NGO,1,100,100.0,0.0,0.0,50.0
StreetInvest,si,International NGO,0,0,0.0,0.0,0.0,0.0
Stromme Foundation,stromme_ug,National NGO,1,100,100.0,0.0,0.0,50.0
Studies & Economic Media Center ( SEMC),semc-yemen,National NGO,0,0,0.0,0.0,0.0,0.0
Studio Globo,sg,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Support Trust for Africa Development (STAD),stad,International NGO,0,0,0.0,0.0,0.0,0.0
Survivors Fund (SURF),surf,International NGO,0,0,0.0,0.0,0.0,0.0
Sustainable Development Institute,sdi,Regional NGO,0,0,0.0,0.0,0.0,0.0
Sustainable Hospitality Alliance,sha,International NGO,0,0,0.0,0.0,0.0,0.0
Sustainable Livelihoods Foundation,sustainable_livelihoods_foundation,International NGO,0,0,0.0,0.0,0.0,0.0
"Sweden, through Swedish International Development Cooperation Agency (Sida)",sida,Government,9326,100,71.39180784902423,6.851812138108514,0.0,44.560904996783194
Swedish Committee for Afghanistan,sca_afghanistan,International NGO,1,100,100.0,0.0,0.0,50.0
Swisscontact,swisscontact,International NGO,0,0,0.0,0.0,0.0,0.0
Switzerland - Swiss Agency for Development and Cooperation (SDC),sdc_ch,Government,7436,100,0.0,0.0,0.0,25.0
Sympany+,simone_sympany,International NGO,0,0,0.0,0.0,0.0,0.0
Synergie des Femmes pour la Paix et la Réconciliation des Peuples des Grands Lacs d'Afrique,spr,Regional NGO,0,0,0.0,0.0,0.0,0.0
Synergía - Initiatives for Human Rights,synergiaihr,International NGO,0,0,0.0,0.0,0.0,0.0
Syria Justice and Accountability Centre (SJAC),sjac,National NGO,0,0,0.0,0.0,0.0,0.0
Syria Relief,sr,National NGO,0,0,0.0,0.0,0.0,0.0
Syrian Center for Media and Freedom of Expression,scm,National NGO,0,0,0.0,0.0,0.0,0.0
TAG International Development Limited,taginternational,Private Sector,0,0,0.0,0.0,0.0,0.0
Talent Acceleration Platform (TAP),tap,Private Sector,1,100,100.0,0.0,0.0,50.0
Tameer-e-Khalaq Foundation,tkf1234,National NGO,0,0,0.0,0.0,0.0,0.0
Tanager,tan,International NGO,0,0,0.0,0.0,0.0,0.0
Target TB,targettb,International NGO,0,0,0.0,0.0,0.0,0.0
TB Alert,tbalert,International NGO,0,0,0.0,0.0,0.0,0.0
Teach A Man To Fish,tamtf,International NGO,0,0,0.0,0.0,0.0,0.0
Teach For Pakistan,tfp,National NGO,1,100,100.0,100.0,0.0,75.0
TEAR fund Nederland,tear,National NGO,429,100,100.0,0.0,0.0,50.0
Tearfund,tearfund,International NGO,4,100,100.0,0.0,25.0,56.25
Tearfund VZW (TFBE),tfb_admin1,National NGO,0,0,0.0,0.0,0.0,0.0
Tech2Peace,t2p,National NGO,1,100,100.0,0.0,0.0,50.0
Technische Universiteit Delft,nl_tud,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
TechnoServe,tns,International NGO,5,100,100.0,0.0,0.0,50.0
Terre des Hommes Netherlands,tdh_nl,International NGO,17,100,0.0,0.0,0.0,25.0
Terre des hommes- Aide à l'enfance dans le monde- Fondation,tdh_foundation,International NGO,1,100,100.0,0.0,0.0,50.0
The Access to Nutrition Foundation,atnf,International NGO,9,100,100.0,0.0,0.0,50.0
The AGRI3 Fund,agri3_fund,Public Private Partnership,0,0,0.0,0.0,0.0,0.0
The Asia Foundation,taf,International NGO,0,0,0.0,0.0,0.0,0.0
The British Academy,thebritishacademy,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
The Carter Center,carter-center,International NGO,0,0,0.0,0.0,0.0,0.0
the center for victimized women and children,cavwoc,National NGO,0,0,0.0,0.0,0.0,0.0
The Centre for Economic Governance and Accountability in Africa  (CEGAA),cegaa,National NGO,0,0,0.0,0.0,0.0,0.0
The Climate Change Organisation,climate-group,International NGO,0,0,0.0,0.0,0.0,0.0
The Coca-Cola Export Corporation,tccec,Private Sector,0,0,0.0,0.0,0.0,0.0
The Commonwealth Secretariat,commonwealthsecretariat,Multilateral,230,100,100.0,0.0,0.0,50.0
The Conflict and Environment Observatory,ceobs,National NGO,0,0,0.0,0.0,0.0,0.0
The Convention on Business Integrity,cbi-nigeria,International NGO,0,0,0.0,0.0,0.0,0.0
The Education Commission,educomm,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
The Faraday Institution,thefaradayinstitution,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
The Foundation Center,foundation_center,International NGO,0,0,0.0,0.0,0.0,0.0
The Fred Hollows Foundation (UK),fhfuk,International NGO,0,0,0.0,0.0,0.0,0.0
The Freedom Fund,tff,International NGO,4,100,100.0,0.0,0.0,50.0
The Freedom Fund (US),tffus,International NGO,1,100,100.0,0.0,0.0,50.0
The George Washington University,gwu_gwi,"Academic, Training and Research",1,100,100.0,0.0,0.0,50.0
The Global Alliance for Improved Nutrition,gain,International NGO,0,0,0.0,0.0,0.0,0.0
The Global Center on Adaptation,gca,International NGO,0,0,0.0,0.0,0.0,0.0
"The Global Development Incubator, Inc",gdi,International NGO,0,0,0.0,0.0,0.0,0.0
The Global Forum on MSM & HIV (MSMGF),msmgf,International NGO,6,100,100.0,0.0,0.0,50.0
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",theglobalfund,Multilateral,0,0,0.0,0.0,0.0,0.0
The Global Initiative Against Transnational Organized Crime,gi-toc,Other Public Sector,0,0,0.0,0.0,0.0,0.0
the global steering group for impact investment,gsg,International NGO,2,100,100.0,0.0,0.0,50.0
The Hague Academy for Local Governance,tha,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
The HALO Trust,halo,International NGO,44,100,100.0,0.0,0.0,50.0
The Hunger Project Bangladesh,thpdb,International NGO,0,0,0.0,0.0,0.0,0.0
The Hunger Project Netherlands,thp_org,International NGO,0,0,0.0,0.0,0.0,0.0
The Institute for Strategic Dialogue,isdglobal,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
The International Children's Trust,theict,International NGO,0,0,0.0,0.0,0.0,0.0
The International Institute for Strategic Studies,iiss,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
The International Institute for Sustainable Development,iisd,International NGO,0,0,0.0,0.0,0.0,0.0
The International Rescue Committee,irc_inc,International NGO,154,100,100.0,3.896103896103896,0.0,50.97402597402598
The Kvinna till Kvinna Foundation - Head Office,ktk_ho,International NGO,0,0,0.0,0.0,0.0,0.0
The Lebanese Organisation for Studies and Training,rabi3,National NGO,0,0,0.0,0.0,0.0,0.0
The Legal Aid Forum,laf,National NGO,0,0,0.0,0.0,0.0,0.0
The Leprosy Mission England and Wales,tlmew,International NGO,0,0,0.0,0.0,0.0,0.0
The Leprosy Mission Nepal,tlmnepal,National NGO,3,100,100.0,33.33333333333333,0.0,58.33333333333333
The Liaison Office,tlo,National NGO,0,0,0.0,0.0,0.0,0.0
The Mailman School of Public Health,mailman_school_of_public_health,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
The MENTOR Initiative,the_mentor_initiative,International NGO,2,100,100.0,0.0,0.0,50.0
The National Association of Municipalities of Benin (ANCB),ancb_benin,National NGO,0,0,0.0,0.0,0.0,0.0
The Nature Conservancy,the_nature_conservancy,International NGO,0,0,0.0,0.0,0.0,0.0
The OPEC Fund for International Development (OFID),ofid,Multilateral,0,0,0.0,0.0,0.0,0.0
The Open University,open_university,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
The Palestinian Initiative for the Promotion of Global Dialogue and Democracy-MIFTAH,miftah,National NGO,1,100,100.0,0.0,0.0,50.0
"The Population Council, Inc.",populationcouncil,"Academic, Training and Research",12,100,100.0,0.0,0.0,50.0
The Power of Nutrition,the_power_of_nutrition,Foundation,0,0,0.0,0.0,0.0,0.0
The Princess Alia Foundation,paf_2018,Foundation,0,0,0.0,0.0,0.0,0.0
The Proforest Initiative UK,pi-uk,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
The Queen Elizabeth Diamond Jubilee Trust,qedjt,Foundation,0,0,0.0,0.0,0.0,0.0
The Salvation Army International Development UK,said-uk,International NGO,0,0,0.0,0.0,0.0,0.0
The Samdhana Institute,samdhana_institute,Regional NGO,0,0,0.0,0.0,0.0,0.0
The Uganda Association of Women Lawyers ( FIDA Uganda),fidauganda,National NGO,1,100,100.0,0.0,0.0,50.0
The United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA),unrwa,Multilateral,563,100,100.0,0.0,0.0,50.0
The University of Aberdeen,uoa,"Academic, Training and Research",1,100,100.0,0.0,0.0,50.0
"The University of Dodoma (UDOM), Tanzania",udom,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
The University of Manchester,uom,"Academic, Training and Research",2,100,100.0,0.0,0.0,50.0
The University of Oxford,oxford,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
The University of Sheffield,tuos,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
"The University of the West of England, Bristol",uwe,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
The Wildfowl and Wetlands Trust,gb-chc-1030884,International NGO,0,0,0.0,0.0,0.0,0.0
The William and Flora Hewlett Foundation,hewlett-foundation,Foundation,0,0,0.0,0.0,0.0,0.0
The World Bank,worldbank,Multilateral,391,100,21.483375959079286,16.879795396419436,0.0,34.59079283887468
Theatre for a Change Malawi,tfacmalawi,National NGO,0,0,0.0,0.0,0.0,0.0
Theatre for a Change UK,tfac,International NGO,0,0,0.0,0.0,0.0,0.0
Think Equal UK,thinkequal,Other Public Sector,0,0,0.0,0.0,0.0,0.0
Third World Network Africa,twnafrica,Regional NGO,0,0,0.0,0.0,0.0,0.0
Thomson Reuters Foundation,trf,Foundation,1,100,100.0,0.0,0.0,50.0
Tifa Foundation,tifa_foundation,National NGO,0,0,0.0,0.0,0.0,0.0
Timber Trade Federation Ltd.,ttf,Private Sector,0,0,0.0,0.0,0.0,0.0
Timidria,timidria,National NGO,0,0,0.0,0.0,0.0,0.0
Trademark Africa,tma,Regional NGO,0,0,0.0,0.0,0.0,0.0
TRAFFIC International,traffic,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Traidcraft Exchange,traidcraft,International NGO,0,0,0.0,0.0,0.0,0.0
TRAIDE Foundation,traide_foundation,Foundation,0,0,0.0,0.0,0.0,0.0
Transform Africa,transafrica19,International NGO,0,0,0.0,0.0,0.0,0.0
transforma,transforma,National NGO,0,0,0.0,0.0,0.0,0.0
Transition International,ti_nl,Government,1,100,100.0,0.0,0.0,50.0
Transnational Institute,tni,Foundation,0,0,0.0,0.0,0.0,0.0
Transparency International Bangladesh,tib,National NGO,0,0,0.0,0.0,0.0,0.0
Transparency International Kenya,ti_kenya,National NGO,0,0,0.0,0.0,0.0,0.0
Transparency International Secretariat,transparency-international,International NGO,0,0,0.0,0.0,0.0,0.0
Transparency International UK,ti-uk,International NGO,0,0,0.0,0.0,0.0,0.0
Transparently Lebanese,transparently_lebanese,National NGO,1,100,100.0,0.0,0.0,50.0
TREE AID,treea,International NGO,0,0,0.0,0.0,0.0,0.0
TRIAL International,trial,International NGO,1,100,100.0,0.0,0.0,50.0
Triangle Génération Humanitaire,tgh,International NGO,1,100,100.0,0.0,0.0,50.0
Trianglen,trianglen,National NGO,0,0,0.0,0.0,0.0,0.0
Trias,trias,National NGO,0,0,0.0,0.0,0.0,0.0
Triggerise Ethiopia,trig,International NGO,5,100,100.0,0.0,0.0,50.0
Triple Line,tripleline_crownagents,Private Sector,0,0,0.0,0.0,0.0,0.0
Trocaire,trocaire,International NGO,12,100,0.0,0.0,0.0,25.0
Trocaire (Northern Ireland),troc,International NGO,1,100,0.0,0.0,0.0,25.0
Tropenbos International,tbi,International NGO,0,0,0.0,0.0,0.0,0.0
Tropical Health and Education Trust,tropicalhealth,International NGO,0,0,0.0,0.0,0.0,0.0
Tropical Health Consulting,thc,Private Sector,0,0,0.0,0.0,0.0,0.0
Trust for Africa's Orphans,tao-03473165,International NGO,0,0,0.0,0.0,0.0,0.0
Trust for Indigenous Culture and Health,ticah,International NGO,0,0,0.0,0.0,0.0,0.0
TrustAfrica,trustafrica,International NGO,0,0,0.0,0.0,0.0,0.0
Twaweza,twaweza,Regional NGO,0,0,0.0,0.0,0.0,0.0
Twin,twin-iati,International NGO,0,0,0.0,0.0,0.0,0.0
Twitezimbere,twz1,National NGO,0,0,0.0,0.0,0.0,0.0
Twynstra Gudde,twynstragudde,Private Sector,0,0,0.0,0.0,0.0,0.0
Uganda Martyrs University,umu,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Uganda National NGO Forum,ngoforum_01,National NGO,0,0,0.0,0.0,0.0,0.0
UHAI EASHRI,uhai-eashri,Foundation,0,0,0.0,0.0,0.0,0.0
"UK - Department for Business, Energy and Industrial Strategy (BEIS)",beis,Government,6,100,0.0,0.0,0.0,25.0
"UK - Department for Digital, Culture, Media and Sport",dcms,Government,0,0,0.0,0.0,0.0,0.0
"UK - Department for Environment, Food and Rural Affairs",defra_transparency,Government,0,0,0.0,0.0,0.0,0.0
UK - Department for Work and Pensions,dwp,Government,1,100,100.0,0.0,0.0,50.0
UK - Department of Health and Social Care (DHSC),dhsc,Government,2,100,100.0,0.0,0.0,50.0
"UK - Department of Science, Innovation and Technology",dsit,Government,1,100,0.0,0.0,0.0,25.0
"UK - Foreign, Commonwealth and Development Office",fcdo,Government,2896,100,99.5511049723757,0.0,0.0,49.887776243093924
UK - Home Office,homeoffice,Government,0,0,0.0,0.0,0.0,0.0
UK - Medical Research Council,mrc,Government,0,0,0.0,0.0,0.0,0.0
UK - Ministry of Defence,ukmod,Government,8,100,0.0,0.0,0.0,25.0
UK - Scottish Government,scottish_government,Government,0,0,0.0,0.0,0.0,0.0
"UK Department for Energy, Security and Net Zero",desnz,Government,0,0,0.0,0.0,0.0,0.0
UK – Department for Education,dfe,Government,0,0,0.0,0.0,0.0,0.0
UK-Ghana Chamber of Commerce,ukgcc,National NGO,0,0,0.0,0.0,0.0,0.0
UK-Med,uk-med,International NGO,4,100,100.0,0.0,0.0,50.0
ULB-Coopération,ulbcoop,National NGO,0,0,0.0,0.0,0.0,0.0
UN Global Compact Local Network UK,ungc-uk,Multilateral,0,0,0.0,0.0,0.0,0.0
UN Pooled Funds,unpf,Multilateral,0,0,0.0,0.0,0.0,0.0
UN Trade and Development,unctad,Multilateral,0,0,0.0,0.0,0.0,0.0
UN Women,unw,Multilateral,104,100,100.0,0.0,0.0,50.0
UN-Habitat,unhabitat,Multilateral,0,0,0.0,0.0,0.0,0.0
Unicef Belgium National Committee,ub,National NGO,0,0,0.0,0.0,0.0,0.0
UNICEF Netherlands National Committee,unicefnl,National NGO,6,100,0.0,0.0,0.0,25.0
Unie van Waterschappen,uvw,Other Public Sector,0,0,0.0,0.0,0.0,0.0
Unilever,ul,Public Private Partnership,0,0,0.0,0.0,0.0,0.0
Union des Villes et Communes de Wallonie (UVCW),uvcw,Other Public Sector,0,0,0.0,0.0,0.0,0.0
Union of Agricultural Work Committees,uawc,National NGO,0,0,0.0,0.0,0.0,0.0
UNITAID,utd,Multilateral,0,0,0.0,0.0,0.0,0.0
United Mission to Nepal,umn,International NGO,0,0,0.0,0.0,0.0,0.0
United Nations Capital Development Fund,uncdf,Multilateral,0,0,0.0,0.0,0.0,0.0
United Nations Central Emergency Response Fund (CERF),cerf,Multilateral,9904,100,100.0,82.84531502423263,0.0,70.71132875605815
United Nations Children's Fund (UNICEF),unicef,Multilateral,6959,100,100.0,49.274321023135506,55.25219140681132,76.1316281074867
United Nations Development Coordination Office,undco,Other Public Sector,0,0,0.0,0.0,0.0,0.0
United Nations Development Programme (UNDP),undp,Multilateral,2064,100,48.69186046511628,16.32751937984496,0.0,41.254844961240316
"United Nations Educational, Scientific and Cultural Organization (UNESCO)",unesco,Multilateral,0,0,0.0,0.0,0.0,0.0
United Nations Environment Programme (UNEP),un-environment,Multilateral,0,0,0.0,0.0,0.0,0.0
United Nations Foundation,unf,National NGO,0,0,0.0,0.0,0.0,0.0
United Nations High Commissioner for Refugees (UNHCR),unhcr,Multilateral,1085,100,100.0,79.90783410138249,89.6774193548387,92.3963133640553
United Nations Industrial Development Organization (UNIDO),unido,Multilateral,0,0,0.0,0.0,0.0,0.0
United Nations Joint Programme on HIV and AIDS Secretariat (UNAIDS),unaids,Multilateral,485,100,100.0,0.0,0.0,50.0
United Nations Office for Project Services (UNOPS),unops,Multilateral,76,100,0.0,0.0,0.0,25.0
United Nations Office for the Coordination of Humanitarian Affairs (OCHA),unocha,Multilateral,50,100,100.0,100.0,0.0,75.0
United Nations Office for the Coordination of Humanitarian Affairs (Specially-Designated Contributions),unocha-sdc,Multilateral,3,100,100.0,0.0,0.0,50.0
United Nations Population Fund,unfpa,Multilateral,433,100,0.0,0.0,0.0,25.0
United Nations World Food Programme (WFP),wfp,Multilateral,1035,100,100.0,0.0,0.0,50.0
United Purpose,cu,International NGO,0,0,0.0,0.0,0.0,0.0
United States African Development Foundation,usadf,Government,1,100,0.0,0.0,0.0,25.0
United States Agency for International Development (USAID),usaid,Government,13572,100,92.24137931034483,0.0,0.0,48.060344827586206
United States Department of Agriculture,usda,Government,2,100,0.0,0.0,0.0,25.0
United States Department of Commerce,doc,Government,0,0,0.0,0.0,0.0,0.0
United States Department of Defense,dod,Government,123,100,0.0,0.0,0.0,25.0
United States Department of Energy,doe,Government,33,100,0.0,0.0,0.0,25.0
United States Department of Homeland Security,dhs,Government,2,100,0.0,0.0,0.0,25.0
United States Department of Interior,doi,Government,14,100,0.0,0.0,0.0,25.0
United States Department of Justice,doj,Government,0,0,0.0,0.0,0.0,0.0
United States Department of Labor,dol,Government,0,0,0.0,0.0,0.0,0.0
United States Department of State,state,Government,8917,100,0.0,0.0,0.0,25.0
United States Department of the Treasury,treasury,Government,6,100,0.0,0.0,0.0,25.0
United States Department of Transportation,dot,Government,0,0,0.0,0.0,0.0,0.0
United States Environmental Protection Agency,epa,Government,0,0,0.0,0.0,0.0,0.0
United States Federal Trade Commission,ftc,Government,0,0,0.0,0.0,0.0,0.0
United States Health and Human Services,hhs,Government,20,100,0.0,0.0,0.0,25.0
United States International Development Finance Corporation,dfc,Government,0,0,0.0,0.0,0.0,0.0
United States Trade and Development Agency,ustda,Government,21,100,0.0,0.0,0.0,25.0
United Work,united_work,National NGO,4,100,100.0,0.0,0.0,50.0
United World Schools,uws,International NGO,0,0,0.0,0.0,0.0,0.0
Universidad Cientifica del Sur,cientifica-pe,"Academic, Training and Research",1,100,100.0,0.0,0.0,50.0
Universidad de los Andes,uand_2020,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Universidad Peruana Cayetano Heredia,investigacion_cayetano,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Universitair Centrum voor Ontwikkelingssamenwerking,ucos,National NGO,0,0,0.0,0.0,0.0,0.0
Universitas Brawijaya,medicine_ub,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Universiteit Leiden,universiteit_leiden,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Universiti Malaya,rmc_um,"Academic, Training and Research",2,100,100.0,0.0,0.0,50.0
Universities UK,uuk,National NGO,2,100,100.0,0.0,0.0,50.0
University College London,ucl,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
University of Amsterdam,uva_org,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
University of Birmingham,universityofbirmingham,"Academic, Training and Research",6,100,100.0,16.666666666666664,0.0,54.166666666666664
University of Cape Town,uct,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
University of Central Lancashire,uclan,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
University of Dar es Salaam,udsm-cbs,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
University of Dundee,uodcepmlp,"Academic, Training and Research",4,100,100.0,0.0,0.0,50.0
University of East Anglia,uea_uk,"Academic, Training and Research",1,100,100.0,0.0,0.0,50.0
University of Edinburgh,uoe,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
University of Essex,university_of_essex,"Academic, Training and Research",1,100,100.0,0.0,0.0,50.0
University of Exeter,uoex,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
University of Ghana,ugorid,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
University of Kinshasa,dspd_unikin,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
